selections	count
average_stars:3.5-4.0;useful:700-800	14
cool:200-300;yelping_since:2006	14
average_stars:3.0-3.5;yelping_since:2007	14
average_stars:4.0-4.5;funny:300-400	13
cool:300-400;useful:700-800	13
average_stars:3.0-3.5;useful:300-400	13
average_stars:4.0-4.5;yelping_since:2011	13
useful:300-400;yelping_since:2008	13
average_stars:4.0-4.5;cool:300-400	13
useful:400-500;yelping_since:2010	13
useful:500-600;yelping_since:2007	13
cool:300-400;review_count:400-500	13
cool:400-500;yelping_since:2008	13
average_stars:4.0-4.5;yelping_since:2006	13
average_stars:4.0-4.5;review_count:500-600	13
review_count:100-200;useful:400-500	12
useful:500-600;yelping_since:2008	12
funny:200-300;yelping_since:2007	12
fans:60-70;funny:>1000	12
average_stars:4.0-4.5;useful:400-500	12
useful:>2000;yelping_since:2006	12
funny:300-400;useful:600-700	12
funny:>1000;yelping_since:2010	12
fans:20-30;review_count:100-200	12
funny:>1000;yelping_since:2006	12
useful:100-200;yelping_since:2011	12
average_stars:3.5-4.0;useful:0-100	12
average_stars:3.0-3.5;review_count:400-500	12
average_stars:3.0-3.5;review_count:300-400	12
funny:200-300;yelping_since:2006	12
cool:300-400;fans:10-20	12
fans:30-40;funny:300-400	12
useful:>2000;yelping_since:2010	12
funny:100-200;review_count:400-500	12
average_stars:3.5-4.0;fans:50-60	11
fans:40-50;review_count:400-500	11
cool:400-500;funny:400-500	11
fans:20-30;useful:800-900	11
average_stars:3.5-4.0;cool:500-600	11
cool:>1000;review_count:300-400	11
funny:>1000;review_count:300-400	11
average_stars:3.5-4.0;review_count:700-800	11
review_count:500-600;yelping_since:2008	11
cool:300-400;useful:600-700	11
funny:0-100;useful:400-500	11
review_count:300-400;useful:800-900	11
cool:200-300;fans:30-40	11
cool:300-400;review_count:300-400	11
review_count:300-400;useful:600-700	11
average_stars:3.5-4.0;cool:600-700	11
cool:>1000;fans:50-60	11
cool:300-400;useful:500-600	11
cool:100-200;useful:500-600	10
cool:100-200;yelping_since:2011	10
average_stars:4.0-4.5;cool:400-500	10
fans:20-30;funny:300-400	10
funny:300-400;yelping_since:2007	10
cool:500-600;fans:30-40	10
funny:400-500;yelping_since:2007	10
cool:300-400;yelping_since:2010	10
review_count:400-500;yelping_since:2009	10
average_stars:3.0-3.5;funny:200-300	10
fans:20-30;funny:400-500	10
average_stars:3.5-4.0;fans:>200	10
funny:300-400;yelping_since:2009	10
funny:300-400;yelping_since:2006	10
funny:400-500;yelping_since:2008	10
useful:300-400;yelping_since:2006	10
fans:50-60;funny:>1000	10
cool:200-300;useful:600-700	10
cool:200-300;useful:300-400	10
fans:80-90;useful:>2000	10
review_count:300-400;useful:500-600	10
fans:10-20;funny:400-500	10
review_count:700-800;useful:>2000	10
fans:20-30;funny:0-100	10
funny:100-200;yelping_since:2011	10
cool:300-400;review_count:100-200	10
review_count:100-200;useful:500-600	10
review_count:300-400;useful:700-800	10
useful:500-600;yelping_since:2010	10
cool:300-400;funny:100-200	10
cool:500-600;review_count:500-600	10
fans:30-40;funny:100-200	9
funny:100-200;useful:700-800	9
fans:20-30;useful:300-400	9
fans:50-60;yelping_since:2007	9
cool:400-500;useful:1000-1100	9
cool:300-400;yelping_since:2007	9
fans:50-60;useful:600-700	9
average_stars:3.0-3.5;useful:600-700	9
cool:500-600;useful:1100-1200	9
fans:0-10;yelping_since:2006	9
fans:30-40;useful:800-900	9
average_stars:3.5-4.0;funny:600-700	9
average_stars:4.0-4.5;useful:0-100	9
fans:40-50;funny:300-400	9
fans:50-60;review_count:500-600	9
review_count:400-500;useful:1000-1100	9
fans:30-40;review_count:200-300	9
review_count:500-600;useful:1100-1200	9
useful:0-100;yelping_since:2009	9
review_count:200-300;useful:600-700	9
average_stars:4.0-4.5;fans:80-90	9
funny:200-300;review_count:400-500	9
average_stars:4.0-4.5;review_count:400-500	9
average_stars:3.0-3.5;useful:>2000	9
fans:40-50;useful:1000-1100	9
cool:>1000;review_count:700-800	9
funny:0-100;review_count:300-400	9
fans:20-30;yelping_since:2006	9
cool:400-500;useful:600-700	9
fans:40-50;funny:400-500	8
funny:200-300;review_count:600-700	8
cool:400-500;funny:200-300	8
cool:400-500;yelping_since:2009	8
useful:600-700;yelping_since:2006	8
useful:600-700;yelping_since:2009	8
cool:500-600;review_count:300-400	8
funny:>1000;review_count:700-800	8
useful:1600-1700;yelping_since:2006	8
funny:300-400;useful:700-800	8
cool:300-400;yelping_since:2008	8
cool:600-700;review_count:400-500	8
cool:400-500;funny:300-400	8
cool:400-500;review_count:400-500	8
fans:40-50;yelping_since:2007	8
fans:60-70;yelping_since:2009	8
cool:0-100;yelping_since:2006	8
review_count:400-500;yelping_since:2006	8
fans:30-40;yelping_since:2010	8
fans:10-20;yelping_since:2011	8
average_stars:4.0-4.5;useful:600-700	8
funny:200-300;useful:800-900	8
average_stars:4.0-4.5;funny:400-500	8
average_stars:3.0-3.5;fans:20-30	8
fans:40-50;yelping_since:2010	8
useful:0-100;yelping_since:2010	8
funny:400-500;review_count:500-600	7
fans:0-10;review_count:300-400	7
cool:0-100;funny:100-200	7
average_stars:3.0-3.5;yelping_since:2011	7
fans:80-90;funny:>1000	7
review_count:200-300;yelping_since:2011	7
fans:20-30;useful:600-700	7
cool:900-1000;review_count:600-700	7
cool:300-400;yelping_since:2011	7
fans:120-130;useful:>2000	7
fans:80-90;review_count:500-600	7
cool:300-400;fans:40-50	7
review_count:600-700;yelping_since:2010	7
useful:100-200;yelping_since:2007	7
review_count:400-500;yelping_since:2008	7
cool:400-500;yelping_since:2006	7
funny:200-300;useful:700-800	7
fans:30-40;review_count:500-600	7
funny:200-300;useful:600-700	7
fans:60-70;useful:>2000	7
fans:>200;review_count:600-700	7
cool:600-700;funny:300-400	7
review_count:300-400;yelping_since:2011	7
average_stars:4.0-4.5;review_count:600-700	7
fans:50-60;useful:>2000	7
useful:800-900;yelping_since:2008	7
useful:600-700;yelping_since:2011	7
average_stars:3.0-3.5;fans:40-50	7
review_count:800-900;yelping_since:2009	7
average_stars:3.5-4.0;useful:1000-1100	7
review_count:600-700;yelping_since:2006	7
average_stars:3.5-4.0;useful:1100-1200	7
cool:200-300;review_count:400-500	7
cool:>1000;fans:120-130	7
average_stars:4.0-4.5;useful:900-1000	7
average_stars:3.0-3.5;cool:300-400	7
fans:40-50;review_count:200-300	7
cool:400-500;fans:40-50	7
cool:500-600;useful:900-1000	7
average_stars:4.0-4.5;useful:300-400	7
review_count:200-300;yelping_since:2006	7
cool:100-200;yelping_since:2006	7
useful:100-200;yelping_since:2006	7
useful:300-400;yelping_since:2011	7
cool:>1000;review_count:900-1000	7
average_stars:3.5-4.0;review_count:900-1000	6
fans:50-60;yelping_since:2011	6
average_stars:3.0-3.5;funny:300-400	6
cool:>1000;fans:100-110	6
fans:>200;yelping_since:2008	6
review_count:400-500;useful:700-800	6
average_stars:3.0-3.5;funny:400-500	6
fans:100-110;funny:>1000	6
cool:300-400;useful:800-900	6
fans:40-50;yelping_since:2009	6
useful:700-800;yelping_since:2011	6
review_count:600-700;yelping_since:2007	6
funny:800-900;useful:1700-1800	6
fans:60-70;review_count:400-500	6
cool:400-500;fans:50-60	6
funny:900-1000;useful:1700-1800	6
fans:30-40;useful:700-800	6
review_count:200-300;useful:700-800	6
fans:40-50;yelping_since:2011	6
fans:30-40;useful:400-500	6
fans:30-40;useful:1300-1400	6
funny:100-200;useful:600-700	6
fans:30-40;useful:600-700	6
review_count:400-500;useful:400-500	6
average_stars:3.0-3.5;fans:50-60	6
cool:>1000;fans:70-80	6
useful:700-800;yelping_since:2009	6
fans:20-30;useful:700-800	6
funny:800-900;review_count:600-700	6
funny:300-400;review_count:200-300	6
cool:400-500;review_count:200-300	6
average_stars:3.0-3.5;review_count:600-700	6
cool:500-600;fans:20-30	6
fans:40-50;yelping_since:2008	6
useful:600-700;yelping_since:2007	6
fans:40-50;useful:600-700	6
cool:500-600;yelping_since:2011	6
fans:10-20;funny:300-400	6
funny:400-500;review_count:200-300	6
average_stars:4.0-4.5;cool:500-600	6
fans:80-90;review_count:700-800	6
funny:600-700;yelping_since:2010	6
fans:60-70;yelping_since:2010	6
cool:200-300;funny:0-100	6
funny:300-400;review_count:100-200	6
review_count:400-500;useful:800-900	6
funny:700-800;useful:1300-1400	6
funny:300-400;useful:1200-1300	6
funny:300-400;review_count:600-700	6
funny:200-300;useful:1000-1100	6
useful:1100-1200;yelping_since:2008	5
funny:600-700;useful:1100-1200	5
useful:400-500;yelping_since:2007	5
fans:60-70;useful:1000-1100	5
funny:400-500;yelping_since:2011	5
fans:40-50;review_count:600-700	5
review_count:100-200;useful:600-700	5
funny:300-400;review_count:800-900	5
cool:600-700;yelping_since:2009	5
review_count:800-900;yelping_since:2007	5
cool:400-500;fans:30-40	5
funny:600-700;review_count:400-500	5
funny:400-500;yelping_since:2009	5
cool:700-800;funny:500-600	5
average_stars:3.5-4.0;fans:80-90	5
review_count:700-800;useful:800-900	5
funny:300-400;useful:1000-1100	5
review_count:900-1000;useful:>2000	5
fans:80-90;useful:1800-1900	5
fans:60-70;yelping_since:2007	5
cool:600-700;review_count:800-900	5
cool:700-800;fans:90-100	5
fans:30-40;review_count:700-800	5
fans:40-50;funny:>1000	5
cool:500-600;yelping_since:2008	5
review_count:600-700;useful:1600-1700	5
funny:500-600;yelping_since:2007	5
fans:50-60;useful:1200-1300	5
funny:400-500;useful:800-900	5
review_count:800-900;useful:1400-1500	5
review_count:400-500;useful:500-600	5
funny:300-400;useful:800-900	5
cool:900-1000;useful:1600-1700	5
cool:600-700;fans:30-40	5
average_stars:3.5-4.0;useful:1200-1300	5
cool:800-900;useful:1800-1900	5
average_stars:3.0-3.5;fans:30-40	5
fans:80-90;yelping_since:2009	5
funny:600-700;yelping_since:2008	5
fans:90-100;funny:500-600	5
useful:1400-1500;yelping_since:2007	5
cool:600-700;funny:400-500	5
review_count:900-1000;useful:1600-1700	5
fans:30-40;yelping_since:2006	5
funny:300-400;useful:1400-1500	5
review_count:600-700;useful:1000-1100	5
useful:800-900;yelping_since:2010	5
average_stars:3.5-4.0;useful:1400-1500	5
cool:>1000;fans:40-50	5
funny:400-500;review_count:300-400	5
average_stars:4.0-4.5;fans:50-60	5
useful:1000-1100;yelping_since:2009	5
fans:50-60;review_count:900-1000	5
review_count:500-600;yelping_since:2010	5
fans:50-60;funny:300-400	5
fans:60-70;review_count:600-700	5
fans:80-90;yelping_since:2007	5
review_count:800-900;yelping_since:2006	5
cool:800-900;fans:80-90	5
cool:600-700;funny:600-700	5
cool:500-600;funny:200-300	5
fans:40-50;review_count:500-600	5
cool:600-700;yelping_since:2010	5
funny:300-400;yelping_since:2008	5
funny:200-300;useful:900-1000	5
funny:>1000;review_count:900-1000	5
cool:800-900;funny:500-600	5
funny:400-500;review_count:400-500	5
cool:900-1000;yelping_since:2006	5
cool:600-700;useful:1400-1500	5
useful:200-300;yelping_since:2011	5
average_stars:3.5-4.0;useful:1300-1400	5
cool:500-600;fans:40-50	5
fans:100-110;useful:>2000	5
fans:50-60;useful:1600-1700	5
fans:70-80;useful:1900-2000	5
average_stars:3.5-4.0;cool:800-900	4
average_stars:4.0-4.5;funny:500-600	4
fans:30-40;funny:400-500	4
review_count:400-500;useful:600-700	4
cool:800-900;funny:800-900	4
fans:50-60;yelping_since:2006	4
useful:700-800;yelping_since:2007	4
cool:900-1000;yelping_since:2008	4
fans:70-80;funny:>1000	4
fans:30-40;useful:500-600	4
cool:600-700;funny:500-600	4
average_stars:3.5-4.0;funny:800-900	4
cool:400-500;fans:60-70	4
review_count:700-800;useful:1300-1400	4
average_stars:3.5-4.0;funny:700-800	4
review_count:500-600;useful:500-600	4
fans:70-80;funny:900-1000	4
average_stars:2.5-3.0;yelping_since:2010	4
cool:400-500;review_count:100-200	4
cool:400-500;review_count:600-700	4
fans:60-70;funny:200-300	4
useful:800-900;yelping_since:2007	4
fans:40-50;funny:100-200	4
average_stars:3.0-3.5;review_count:500-600	4
review_count:900-1000;yelping_since:2006	4
funny:300-400;review_count:500-600	4
fans:120-130;funny:>1000	4
review_count:500-600;useful:1200-1300	4
fans:>200;yelping_since:2007	4
cool:500-600;funny:300-400	4
fans:0-10;funny:200-300	4
review_count:500-600;yelping_since:2011	4
fans:10-20;review_count:400-500	4
funny:300-400;useful:300-400	4
funny:200-300;yelping_since:2011	4
funny:200-300;useful:300-400	4
fans:40-50;review_count:300-400	4
useful:700-800;yelping_since:2008	4
review_count:700-800;yelping_since:2008	4
cool:100-200;review_count:400-500	4
funny:600-700;useful:1800-1900	4
fans:70-80;yelping_since:2005	4
cool:200-300;funny:400-500	4
cool:400-500;useful:700-800	4
useful:600-700;yelping_since:2010	4
fans:10-20;useful:600-700	4
cool:>1000;useful:1400-1500	4
fans:10-20;review_count:500-600	4
average_stars:3.5-4.0;fans:120-130	4
average_stars:4.0-4.5;fans:60-70	4
review_count:300-400;useful:900-1000	4
useful:1200-1300;yelping_since:2005	4
average_stars:4.0-4.5;fans:40-50	4
fans:20-30;yelping_since:2011	4
funny:200-300;review_count:500-600	4
average_stars:3.5-4.0;funny:500-600	4
review_count:0-100;yelping_since:2011	4
cool:500-600;useful:1000-1100	4
useful:600-700;yelping_since:2008	4
useful:200-300;yelping_since:2006	4
fans:0-10;useful:400-500	4
fans:0-10;useful:500-600	4
fans:70-80;yelping_since:2007	4
funny:0-100;review_count:400-500	4
cool:800-900;review_count:600-700	4
cool:600-700;useful:800-900	4
fans:40-50;funny:200-300	4
fans:50-60;useful:900-1000	3
average_stars:4.0-4.5;useful:1600-1700	3
fans:60-70;review_count:800-900	3
useful:0-100;yelping_since:2011	3
fans:90-100;useful:>2000	3
fans:20-30;review_count:500-600	3
average_stars:4.0-4.5;fans:>200	3
fans:60-70;review_count:900-1000	3
average_stars:2.5-3.0;fans:0-10	3
fans:50-60;review_count:400-500	3
average_stars:2.5-3.0;review_count:100-200	3
cool:600-700;useful:1100-1200	3
average_stars:3.0-3.5;fans:70-80	3
useful:400-500;yelping_since:2011	3
fans:90-100;funny:>1000	3
average_stars:4.0-4.5;review_count:900-1000	3
funny:400-500;useful:600-700	3
average_stars:3.5-4.0;fans:100-110	3
average_stars:3.5-4.0;fans:110-120	3
average_stars:4.0-4.5;useful:500-600	3
fans:30-40;useful:1100-1200	3
fans:30-40;yelping_since:2007	3
average_stars:4.0-4.5;review_count:800-900	3
fans:100-110;yelping_since:2008	3
funny:400-500;review_count:100-200	3
funny:300-400;review_count:400-500	3
average_stars:3.0-3.5;cool:700-800	3
cool:>1000;review_count:200-300	3
cool:>1000;fans:90-100	3
cool:900-1000;fans:40-50	3
fans:100-110;funny:500-600	3
average_stars:3.0-3.5;review_count:0-100	3
average_stars:3.0-3.5;cool:600-700	3
average_stars:2.5-3.0;useful:0-100	3
cool:300-400;funny:400-500	3
average_stars:3.5-4.0;fans:90-100	3
fans:>200;review_count:900-1000	3
fans:60-70;funny:600-700	3
review_count:600-700;useful:1200-1300	3
cool:>1000;funny:900-1000	3
review_count:200-300;useful:100-200	3
cool:300-400;useful:1000-1100	3
fans:40-50;useful:900-1000	3
review_count:800-900;yelping_since:2008	3
cool:700-800;review_count:700-800	3
fans:10-20;useful:700-800	3
useful:1000-1100;yelping_since:2007	3
fans:80-90;useful:1500-1600	3
cool:800-900;yelping_since:2007	3
fans:120-130;review_count:700-800	3
funny:800-900;yelping_since:2007	3
review_count:700-800;yelping_since:2009	3
cool:600-700;review_count:200-300	3
funny:200-300;review_count:700-800	3
cool:900-1000;review_count:700-800	3
fans:20-30;useful:200-300	3
