42	useful	100-200
42	funny	0-100
42	cool	0-100
42	fans	10-20
42	average_stars	3.5-4
43	review_count	100-200
43	yelping_since	2008
43	useful	100-200
43	funny	0-100
43	cool	0-100
43	fans	10-20
43	average_stars	3.5-4
44	review_count	100-200
44	yelping_since	2008
44	useful	100-200
44	funny	0-100
44	cool	0-100
44	fans	10-20
44	average_stars	4.0-4.5
45	review_count	100-200
45	yelping_since	2008
45	useful	100-200
45	funny	0-100
45	cool	0-100
45	fans	10-20
45	average_stars	4.0-4.5
46	review_count	100-200
46	yelping_since	2008
46	useful	200-300
46	funny	0-100
46	cool	0-100
46	fans	0-10
46	average_stars	3.5-4
47	review_count	100-200
47	yelping_since	2008
47	useful	200-300
47	funny	0-100
47	cool	0-100
47	fans	0-10
47	average_stars	3.5-4
48	review_count	100-200
48	yelping_since	2008
48	useful	200-300
48	funny	0-100
48	cool	0-100
48	fans	0-10
48	average_stars	3.5-4
49	review_count	100-200
49	yelping_since	2008
49	useful	200-300
49	funny	0-100
49	cool	100-200
49	fans	10-20
49	average_stars	3.5-4
50	review_count	100-200
50	yelping_since	2008
50	useful	200-300
50	funny	0-100
50	cool	100-200
50	fans	10-20
50	average_stars	3.5-4
51	review_count	100-200
51	yelping_since	2008
51	useful	200-300
51	funny	100-200
51	cool	100-200
51	fans	0-10
51	average_stars	3.5-4
52	review_count	100-200
52	yelping_since	2008
52	useful	200-300
52	funny	100-200
52	cool	100-200
52	fans	0-10
52	average_stars	3.5-4
53	review_count	100-200
53	yelping_since	2008
53	useful	200-300
53	funny	100-200
53	cool	100-200
53	fans	10-20
53	average_stars	3.5-4
54	review_count	100-200
54	yelping_since	2008
54	useful	200-300
54	funny	100-200
54	cool	100-200
54	fans	10-20
54	average_stars	3.5-4
55	review_count	100-200
55	yelping_since	2008
55	useful	300-400
55	funny	0-100
55	cool	100-200
55	fans	10-20
55	average_stars	3.5-4
56	review_count	100-200
56	yelping_since	2008
56	useful	300-400
56	funny	0-100
56	cool	100-200
56	fans	10-20
56	average_stars	3.5-4
57	review_count	100-200
57	yelping_since	2008
57	useful	300-400
57	funny	0-100
57	cool	100-200
57	fans	10-20
57	average_stars	3.5-4
58	review_count	100-200
58	yelping_since	2009
58	useful	0-100
58	funny	0-100
58	cool	0-100
58	fans	0-10
58	average_stars	3.5-4
59	review_count	100-200
59	yelping_since	2009
59	useful	0-100
59	funny	0-100
59	cool	0-100
59	fans	0-10
59	average_stars	3.5-4
60	review_count	100-200
60	yelping_since	2009
60	useful	0-100
60	funny	0-100
60	cool	0-100
60	fans	0-10
60	average_stars	3.5-4
61	review_count	100-200
61	yelping_since	2009
61	useful	0-100
61	funny	0-100
61	cool	0-100
61	fans	0-10
61	average_stars	3.5-4
62	review_count	100-200
62	yelping_since	2009
62	useful	0-100
62	funny	0-100
62	cool	0-100
62	fans	0-10
62	average_stars	3.5-4
63	review_count	100-200
63	yelping_since	2009
63	useful	0-100
63	funny	0-100
63	cool	0-100
63	fans	0-10
63	average_stars	4.0-4.5
64	review_count	100-200
64	yelping_since	2009
64	useful	0-100
64	funny	0-100
64	cool	0-100
64	fans	0-10
64	average_stars	4.0-4.5
65	review_count	100-200
65	yelping_since	2009
65	useful	100-200
65	funny	0-100
65	cool	0-100
65	fans	0-10
65	average_stars	3.0-3.5
66	review_count	100-200
66	yelping_since	2009
66	useful	100-200
66	funny	0-100
66	cool	0-100
66	fans	0-10
66	average_stars	3.0-3.5
67	review_count	100-200
67	yelping_since	2009
67	useful	100-200
67	funny	0-100
67	cool	0-100
67	fans	0-10
67	average_stars	3.0-3.5
68	review_count	100-200
68	yelping_since	2009
68	useful	100-200
68	funny	0-100
68	cool	0-100
68	fans	0-10
68	average_stars	3.5-4
69	review_count	100-200
69	yelping_since	2009
69	useful	100-200
69	funny	0-100
69	cool	0-100
69	fans	0-10
69	average_stars	3.5-4
70	review_count	100-200
70	yelping_since	2009
70	useful	100-200
70	funny	0-100
70	cool	0-100
70	fans	0-10
70	average_stars	3.5-4
71	review_count	100-200
71	yelping_since	2009
71	useful	100-200
71	funny	0-100
71	cool	0-100
71	fans	0-10
71	average_stars	3.5-4
72	review_count	100-200
72	yelping_since	2009
72	useful	100-200
72	funny	0-100
72	cool	0-100
72	fans	0-10
72	average_stars	3.5-4
73	review_count	100-200
73	yelping_since	2009
73	useful	100-200
73	funny	0-100
73	cool	0-100
73	fans	0-10
73	average_stars	4.0-4.5
74	review_count	100-200
74	yelping_since	2009
74	useful	100-200
74	funny	0-100
74	cool	0-100
74	fans	0-10
74	average_stars	4.0-4.5
75	review_count	100-200
75	yelping_since	2009
75	useful	100-200
75	funny	0-100
75	cool	0-100
75	fans	0-10
75	average_stars	4.0-4.5
76	review_count	100-200
76	yelping_since	2009
76	useful	100-200
76	funny	0-100
76	cool	0-100
76	fans	0-10
76	average_stars	4.0-4.5
77	review_count	100-200
77	yelping_since	2009
77	useful	100-200
77	funny	0-100
77	cool	0-100
77	fans	0-10
77	average_stars	4.0-4.5
78	review_count	100-200
78	yelping_since	2009
78	useful	100-200
78	funny	0-100
78	cool	0-100
78	fans	0-10
78	average_stars	4.0-4.5
79	review_count	100-200
79	yelping_since	2009
79	useful	100-200
79	funny	0-100
79	cool	0-100
79	fans	10-20
79	average_stars	3.5-4
80	review_count	100-200
80	yelping_since	2009
80	useful	100-200
80	funny	0-100
80	cool	0-100
80	fans	10-20
80	average_stars	3.5-4
81	review_count	100-200
81	yelping_since	2009
81	useful	100-200
81	funny	0-100
81	cool	0-100
81	fans	10-20
81	average_stars	3.5-4
82	review_count	100-200
82	yelping_since	2009
82	useful	100-200
82	funny	0-100
82	cool	0-100
82	fans	10-20
82	average_stars	3.5-4
83	review_count	100-200
83	yelping_since	2009
83	useful	200-300
83	funny	0-100
83	cool	0-100
83	fans	0-10
83	average_stars	3.5-4
84	review_count	100-200
84	yelping_since	2009
84	useful	200-300
84	funny	0-100
84	cool	0-100
84	fans	0-10
84	average_stars	3.5-4
85	review_count	100-200
85	yelping_since	2009
85	useful	200-300
85	funny	0-100
85	cool	0-100
85	fans	0-10
85	average_stars	3.5-4
86	review_count	100-200
86	yelping_since	2009
86	useful	200-300
86	funny	0-100
86	cool	0-100
86	fans	0-10
86	average_stars	3.5-4
87	review_count	100-200
87	yelping_since	2009
87	useful	200-300
87	funny	0-100
87	cool	0-100
87	fans	0-10
87	average_stars	3.5-4
88	review_count	100-200
88	yelping_since	2009
88	useful	200-300
88	funny	0-100
88	cool	0-100
88	fans	0-10
88	average_stars	3.5-4
89	review_count	100-200
89	yelping_since	2009
89	useful	200-300
89	funny	0-100
89	cool	0-100
89	fans	0-10
89	average_stars	4.0-4.5
90	review_count	100-200
90	yelping_since	2009
90	useful	200-300
90	funny	0-100
90	cool	0-100
90	fans	0-10
90	average_stars	4.0-4.5
91	review_count	100-200
91	yelping_since	2009
91	useful	200-300
91	funny	0-100
91	cool	0-100
91	fans	0-10
91	average_stars	4.0-4.5
92	review_count	100-200
92	yelping_since	2009
92	useful	200-300
92	funny	0-100
92	cool	100-200
92	fans	0-10
92	average_stars	3.5-4
93	review_count	100-200
93	yelping_since	2009
93	useful	200-300
93	funny	0-100
93	cool	100-200
93	fans	0-10
93	average_stars	3.5-4
94	review_count	100-200
94	yelping_since	2009
94	useful	200-300
94	funny	0-100
94	cool	100-200
94	fans	10-20
94	average_stars	4.0-4.5
95	review_count	100-200
95	yelping_since	2009
95	useful	200-300
95	funny	0-100
95	cool	100-200
95	fans	10-20
95	average_stars	4.0-4.5
96	review_count	100-200
96	yelping_since	2009
96	useful	200-300
96	funny	0-100
96	cool	100-200
96	fans	10-20
96	average_stars	4.0-4.5
97	review_count	100-200
97	yelping_since	2009
97	useful	200-300
97	funny	100-200
97	cool	0-100
97	fans	0-10
97	average_stars	3.0-3.5
98	review_count	100-200
98	yelping_since	2009
98	useful	200-300
98	funny	100-200
98	cool	0-100
98	fans	0-10
98	average_stars	3.0-3.5
99	review_count	100-200
99	yelping_since	2009
99	useful	300-400
99	funny	100-200
99	cool	100-200
99	fans	10-20
99	average_stars	3.5-4
100	review_count	100-200
100	yelping_since	2009
100	useful	300-400
100	funny	100-200
100	cool	100-200
100	fans	10-20
100	average_stars	3.5-4
101	review_count	100-200
101	yelping_since	2010
101	useful	0-100
101	funny	0-100
101	cool	0-100
101	fans	0-10
101	average_stars	2.5-3
102	review_count	100-200
102	yelping_since	2010
102	useful	0-100
102	funny	0-100
102	cool	0-100
102	fans	0-10
102	average_stars	2.5-3
103	review_count	100-200
103	yelping_since	2010
103	useful	0-100
103	funny	0-100
103	cool	0-100
103	fans	0-10
103	average_stars	3.5-4
104	review_count	100-200
104	yelping_since	2010
104	useful	0-100
104	funny	0-100
104	cool	0-100
104	fans	0-10
104	average_stars	3.5-4
105	review_count	100-200
105	yelping_since	2010
105	useful	0-100
105	funny	0-100
105	cool	0-100
105	fans	0-10
105	average_stars	3.5-4
106	review_count	100-200
106	yelping_since	2010
106	useful	0-100
106	funny	0-100
106	cool	0-100
106	fans	0-10
106	average_stars	4.0-4.5
107	review_count	100-200
107	yelping_since	2010
107	useful	0-100
107	funny	0-100
107	cool	0-100
107	fans	0-10
107	average_stars	4.0-4.5
108	review_count	100-200
108	yelping_since	2010
108	useful	100-200
108	funny	0-100
108	cool	0-100
108	fans	0-10
108	average_stars	3.0-3.5
109	review_count	100-200
109	yelping_since	2010
109	useful	100-200
109	funny	0-100
109	cool	0-100
109	fans	0-10
109	average_stars	3.0-3.5
110	review_count	100-200
110	yelping_since	2010
110	useful	100-200
110	funny	0-100
110	cool	0-100
110	fans	0-10
110	average_stars	3.0-3.5
111	review_count	100-200
111	yelping_since	2010
111	useful	100-200
111	funny	0-100
111	cool	0-100
111	fans	0-10
111	average_stars	3.0-3.5
112	review_count	100-200
112	yelping_since	2010
112	useful	100-200
112	funny	0-100
112	cool	0-100
112	fans	0-10
112	average_stars	3.5-4
113	review_count	100-200
113	yelping_since	2010
113	useful	100-200
113	funny	0-100
113	cool	0-100
113	fans	0-10
113	average_stars	3.5-4
114	review_count	100-200
114	yelping_since	2010
114	useful	100-200
114	funny	0-100
114	cool	0-100
114	fans	0-10
114	average_stars	3.5-4
115	review_count	100-200
115	yelping_since	2010
115	useful	100-200
115	funny	0-100
115	cool	0-100
115	fans	0-10
115	average_stars	3.5-4
116	review_count	100-200
116	yelping_since	2010
116	useful	100-200
116	funny	0-100
116	cool	0-100
116	fans	0-10
116	average_stars	3.5-4
117	review_count	100-200
117	yelping_since	2010
117	useful	100-200
117	funny	0-100
117	cool	0-100
117	fans	0-10
117	average_stars	3.5-4
118	review_count	100-200
118	yelping_since	2010
118	useful	100-200
118	funny	0-100
118	cool	0-100
118	fans	0-10
118	average_stars	3.5-4
119	review_count	100-200
119	yelping_since	2010
119	useful	100-200
119	funny	0-100
119	cool	0-100
119	fans	0-10
119	average_stars	3.5-4
120	review_count	100-200
120	yelping_since	2010
120	useful	100-200
120	funny	0-100
120	cool	0-100
120	fans	0-10
120	average_stars	3.5-4
121	review_count	100-200
121	yelping_since	2010
121	useful	100-200
121	funny	0-100
121	cool	0-100
121	fans	0-10
121	average_stars	4.0-4.5
122	review_count	100-200
122	yelping_since	2010
122	useful	100-200
122	funny	0-100
122	cool	0-100
122	fans	0-10
122	average_stars	4.0-4.5
123	review_count	100-200
123	yelping_since	2010
123	useful	100-200
123	funny	0-100
123	cool	0-100
123	fans	0-10
123	average_stars	4.0-4.5
124	review_count	100-200
124	yelping_since	2010
124	useful	100-200
124	funny	0-100
124	cool	0-100
124	fans	0-10
124	average_stars	4.0-4.5
125	review_count	100-200
125	yelping_since	2010
125	useful	100-200
125	funny	0-100
125	cool	0-100
125	fans	0-10
125	average_stars	4.0-4.5
126	review_count	100-200
126	yelping_since	2010
126	useful	100-200
126	funny	0-100
126	cool	0-100
126	fans	0-10
126	average_stars	4.0-4.5
127	review_count	100-200
127	yelping_since	2010
127	useful	100-200
127	funny	0-100
127	cool	0-100
127	fans	0-10
127	average_stars	4.0-4.5
128	review_count	100-200
128	yelping_since	2010
128	useful	200-300
128	funny	0-100
128	cool	0-100
128	fans	0-10
128	average_stars	3.0-3.5
129	review_count	100-200
129	yelping_since	2010
129	useful	200-300
129	funny	0-100
129	cool	0-100
129	fans	0-10
129	average_stars	3.0-3.5
130	review_count	100-200
130	yelping_since	2010
130	useful	200-300
130	funny	0-100
130	cool	0-100
130	fans	0-10
130	average_stars	3.5-4
131	review_count	100-200
131	yelping_since	2010
131	useful	200-300
131	funny	0-100
131	cool	0-100
131	fans	0-10
131	average_stars	3.5-4
132	review_count	100-200
132	yelping_since	2010
132	useful	200-300
132	funny	0-100
132	cool	0-100
132	fans	0-10
132	average_stars	3.5-4
133	review_count	100-200
133	yelping_since	2010
133	useful	200-300
133	funny	0-100
133	cool	0-100
133	fans	0-10
133	average_stars	3.5-4
134	review_count	100-200
134	yelping_since	2010
134	useful	200-300
134	funny	0-100
134	cool	0-100
134	fans	10-20
134	average_stars	3.5-4
135	review_count	100-200
135	yelping_since	2010
135	useful	200-300
135	funny	0-100
135	cool	0-100
135	fans	10-20
135	average_stars	3.5-4
136	review_count	100-200
136	yelping_since	2010
136	useful	200-300
136	funny	0-100
136	cool	0-100
136	fans	10-20
136	average_stars	3.5-4
137	review_count	100-200
137	yelping_since	2010
137	useful	300-400
137	funny	100-200
137	cool	100-200
137	fans	10-20
137	average_stars	3.5-4
138	review_count	100-200
138	yelping_since	2010
138	useful	300-400
138	funny	100-200
138	cool	100-200
138	fans	10-20
138	average_stars	3.5-4
139	review_count	100-200
139	yelping_since	2011
139	useful	0-100
139	funny	0-100
139	cool	0-100
139	fans	0-10
139	average_stars	3.5-4
140	review_count	100-200
140	yelping_since	2011
140	useful	0-100
140	funny	0-100
140	cool	0-100
140	fans	0-10
140	average_stars	3.5-4
141	review_count	100-200
141	yelping_since	2011
141	useful	100-200
141	funny	0-100
141	cool	0-100
141	fans	0-10
141	average_stars	3.0-3.5
142	review_count	100-200
142	yelping_since	2011
142	useful	100-200
142	funny	0-100
142	cool	0-100
142	fans	0-10
142	average_stars	3.0-3.5
143	review_count	100-200
143	yelping_since	2011
143	useful	100-200
143	funny	0-100
143	cool	0-100
143	fans	0-10
143	average_stars	3.5-4
144	review_count	100-200
144	yelping_since	2011
144	useful	100-200
144	funny	0-100
144	cool	0-100
144	fans	0-10
144	average_stars	3.5-4
145	review_count	100-200
145	yelping_since	2011
145	useful	100-200
145	funny	0-100
145	cool	0-100
145	fans	0-10
145	average_stars	3.5-4
146	review_count	100-200
146	yelping_since	2011
146	useful	100-200
146	funny	0-100
146	cool	0-100
146	fans	0-10
146	average_stars	4.0-4.5
147	review_count	100-200
147	yelping_since	2011
147	useful	100-200
147	funny	0-100
147	cool	0-100
147	fans	0-10
147	average_stars	4.0-4.5
148	review_count	100-200
148	yelping_since	2011
148	useful	200-300
148	funny	0-100
148	cool	0-100
148	fans	0-10
148	average_stars	3.5-4
149	review_count	100-200
149	yelping_since	2011
149	useful	200-300
149	funny	0-100
149	cool	0-100
149	fans	0-10
149	average_stars	3.5-4
150	review_count	100-200
150	yelping_since	2012
150	useful	100-200
150	funny	0-100
150	cool	0-100
150	fans	0-10
150	average_stars	4.0-4.5
151	review_count	100-200
151	yelping_since	2012
151	useful	100-200
151	funny	0-100
151	cool	0-100
151	fans	0-10
151	average_stars	4.0-4.5
152	review_count	200-300
152	yelping_since	2007
152	useful	100-200
152	funny	0-100
152	cool	0-100
152	fans	0-10
152	average_stars	3.5-4
153	review_count	200-300
153	yelping_since	2007
153	useful	100-200
153	funny	0-100
153	cool	0-100
153	fans	0-10
153	average_stars	3.5-4
154	review_count	200-300
154	yelping_since	2007
154	useful	100-200
154	funny	0-100
154	cool	0-100
154	fans	0-10
154	average_stars	3.5-4
155	review_count	200-300
155	yelping_since	2007
155	useful	500-600
155	funny	0-100
155	cool	200-300
155	fans	10-20
155	average_stars	3.5-4
156	review_count	200-300
156	yelping_since	2007
156	useful	500-600
156	funny	0-100
156	cool	200-300
156	fans	10-20
156	average_stars	3.5-4
157	review_count	200-300
157	yelping_since	2007
157	useful	500-600
157	funny	0-100
157	cool	200-300
157	fans	10-20
157	average_stars	3.5-4
158	review_count	200-300
158	yelping_since	2009
158	useful	200-300
158	funny	0-100
158	cool	100-200
158	fans	10-20
158	average_stars	3.0-3.5
159	review_count	200-300
159	yelping_since	2009
159	useful	200-300
159	funny	0-100
159	cool	100-200
159	fans	10-20
159	average_stars	3.0-3.5
160	review_count	200-300
160	yelping_since	2009
160	useful	200-300
160	funny	0-100
160	cool	100-200
160	fans	10-20
160	average_stars	3.5-4
161	review_count	200-300
161	yelping_since	2009
161	useful	200-300
161	funny	0-100
161	cool	100-200
161	fans	10-20
161	average_stars	3.5-4
162	review_count	200-300
162	yelping_since	2009
162	useful	300-400
162	funny	100-200
162	cool	100-200
162	fans	10-20
162	average_stars	3.5-4
163	review_count	200-300
163	yelping_since	2009
163	useful	300-400
163	funny	100-200
163	cool	100-200
163	fans	10-20
163	average_stars	3.5-4
164	review_count	200-300
164	yelping_since	2009
164	useful	300-400
164	funny	100-200
164	cool	100-200
164	fans	10-20
164	average_stars	3.5-4
165	review_count	200-300
165	yelping_since	2009
165	useful	400-500
165	funny	0-100
165	cool	100-200
165	fans	10-20
165	average_stars	3.5-4
166	review_count	200-300
166	yelping_since	2009
166	useful	400-500
166	funny	0-100
166	cool	100-200
166	fans	10-20
166	average_stars	3.5-4
167	review_count	200-300
167	yelping_since	2009
167	useful	400-500
167	funny	100-200
167	cool	200-300
167	fans	20-30
167	average_stars	4.0-4.5
168	review_count	200-300
168	yelping_since	2009
168	useful	400-500
168	funny	100-200
168	cool	200-300
168	fans	20-30
168	average_stars	4.0-4.5
169	review_count	200-300
169	yelping_since	2009
169	useful	400-500
169	funny	100-200
169	cool	200-300
169	fans	20-30
169	average_stars	4.0-4.5
170	review_count	200-300
170	yelping_since	2010
170	useful	200-300
170	funny	0-100
170	cool	0-100
170	fans	0-10
170	average_stars	3.5-4
171	review_count	200-300
171	yelping_since	2010
171	useful	200-300
171	funny	0-100
171	cool	0-100
171	fans	0-10
171	average_stars	3.5-4
172	review_count	200-300
172	yelping_since	2010
172	useful	200-300
172	funny	0-100
172	cool	0-100
172	fans	0-10
172	average_stars	3.5-4
173	review_count	200-300
173	yelping_since	2010
173	useful	300-400
173	funny	0-100
173	cool	100-200
173	fans	10-20
173	average_stars	3.5-4
174	review_count	200-300
174	yelping_since	2010
174	useful	300-400
174	funny	0-100
174	cool	100-200
174	fans	10-20
174	average_stars	3.5-4
175	review_count	300-400
175	yelping_since	2006
175	useful	300-400
175	funny	100-200
175	cool	100-200
175	fans	10-20
175	average_stars	3.5-4
176	review_count	300-400
176	yelping_since	2006
176	useful	300-400
176	funny	100-200
176	cool	100-200
176	fans	10-20
176	average_stars	3.5-4
177	review_count	300-400
177	yelping_since	2007
177	useful	300-400
177	funny	0-100
177	cool	100-200
177	fans	10-20
177	average_stars	3.5-4
178	review_count	300-400
178	yelping_since	2007
178	useful	300-400
178	funny	0-100
178	cool	100-200
178	fans	10-20
178	average_stars	3.5-4
179	review_count	300-400
179	yelping_since	2008
179	useful	400-500
179	funny	0-100
179	cool	100-200
179	fans	10-20
179	average_stars	3.5-4
180	review_count	300-400
180	yelping_since	2008
180	useful	400-500
180	funny	0-100
180	cool	100-200
180	fans	10-20
180	average_stars	3.5-4
181	review_count	300-400
181	yelping_since	2008
181	useful	400-500
181	funny	100-200
181	cool	100-200
181	fans	10-20
181	average_stars	3.5-4
182	review_count	300-400
182	yelping_since	2008
182	useful	400-500
182	funny	100-200
182	cool	100-200
182	fans	10-20
182	average_stars	3.5-4
183	review_count	300-400
183	yelping_since	2008
183	useful	400-500
183	funny	100-200
183	cool	100-200
183	fans	10-20
183	average_stars	3.5-4
184	review_count	500-600
184	yelping_since	2007
184	useful	>2000
184	funny	>1000
184	cool	>1000
184	fans	50-60
184	average_stars	3.5-4
185	review_count	500-600
185	yelping_since	2007
185	useful	>2000
185	funny	>1000
185	cool	>1000
185	fans	50-60
185	average_stars	3.5-4
186	review_count	500-600
186	yelping_since	2007
186	useful	>2000
186	funny	>1000
186	cool	>1000
186	fans	80-90
186	average_stars	4.0-4.5
187	review_count	500-600
187	yelping_since	2007
187	useful	>2000
187	funny	>1000
187	cool	>1000
187	fans	80-90
187	average_stars	4.0-4.5
188	review_count	600-700
188	yelping_since	2008
188	useful	>2000
188	funny	>1000
188	cool	>1000
188	fans	>200
188	average_stars	3.5-4
189	review_count	600-700
189	yelping_since	2008
189	useful	>2000
189	funny	>1000
189	cool	>1000
189	fans	>200
189	average_stars	3.5-4
190	review_count	800-900
190	yelping_since	2008
190	useful	>2000
190	funny	>1000
190	cool	>1000
190	fans	100-110
190	average_stars	4.0-4.5
191	review_count	800-900
191	yelping_since	2008
191	useful	>2000
191	funny	>1000
191	cool	>1000
191	fans	100-110
191	average_stars	4.0-4.5
192	review_count	800-900
192	yelping_since	2008
192	useful	>2000
192	funny	>1000
192	cool	>1000
192	fans	100-110
192	average_stars	4.0-4.5
193	review_count	900-1000
193	yelping_since	2009
193	useful	>2000
193	funny	>1000
193	cool	>1000
193	fans	60-70
193	average_stars	3.5-4
194	review_count	900-1000
194	yelping_since	2009
194	useful	>2000
194	funny	>1000
194	cool	>1000
194	fans	60-70
194	average_stars	3.5-4
195	yelping_since	2006
195	useful	200-300
195	funny	0-100
195	cool	100-200
195	fans	0-10
195	average_stars	4.0-4.5
196	yelping_since	2006
196	useful	200-300
196	funny	0-100
196	cool	100-200
196	fans	0-10
196	average_stars	4.0-4.5
197	yelping_since	2006
197	useful	300-400
197	funny	100-200
197	cool	100-200
197	fans	10-20
197	average_stars	3.5-4
198	yelping_since	2006
198	useful	>2000
198	funny	>1000
