combo_length	combo	record_id	syn_count	sen_count
3	fans:>200 AND funny:>1000 AND review_count:900-1000	483	1	2
3	average_stars:3.0-3.5 AND useful:300-400 AND yelping_since:2009	1014	1	4
3	cool:300-400 AND useful:600-700 AND yelping_since:2008	352	1	4
3	average_stars:3.0-3.5 AND fans:40-50 AND yelping_since:2008	1149	1	4
3	average_stars:4.0-4.5 AND cool:200-300 AND yelping_since:2011	786	1	2
3	review_count:100-200 AND useful:0-100 AND yelping_since:2007	271	1	2
3	average_stars:4.0-4.5 AND fans:60-70 AND useful:>2000	510	1	2
3	cool:300-400 AND fans:10-20 AND useful:600-700	877	1	4
3	fans:20-30 AND review_count:300-400 AND useful:600-700	391	1	4
3	average_stars:4.0-4.5 AND funny:100-200 AND review_count:400-500	788	1	4
3	average_stars:3.0-3.5 AND useful:>2000 AND yelping_since:2006	892	1	2
3	average_stars:3.5-4.0 AND funny:500-600 AND review_count:600-700	1327	1	4
3	fans:120-130 AND funny:>1000 AND yelping_since:2007	540	1	2
3	fans:10-20 AND funny:400-500 AND yelping_since:2007	526	1	4
3	funny:>1000 AND review_count:400-500 AND yelping_since:2009	434	1	4
3	fans:30-40 AND review_count:500-600 AND useful:1100-1200	1110	1	2
3	fans:30-40 AND review_count:300-400 AND useful:600-700	392	1	4
3	average_stars:3.5-4.0 AND fans:40-50 AND useful:1400-1500	866	1	4
3	average_stars:4.0-4.5 AND useful:1300-1400 AND yelping_since:2009	1250	1	2
3	average_stars:3.0-3.5 AND review_count:100-200 AND useful:400-500	618	1	4
3	cool:300-400 AND funny:400-500 AND useful:600-700	877	1	2
3	average_stars:4.0-4.5 AND useful:500-600 AND yelping_since:2010	596	1	2
3	review_count:500-600 AND useful:1200-1300 AND yelping_since:2008	1127	1	2
3	average_stars:3.5-4.0 AND useful:1000-1100 AND yelping_since:2007	201	1	4
3	average_stars:4.0-4.5 AND fans:70-80 AND yelping_since:2007	529	1	2
3	cool:200-300 AND review_count:500-600 AND yelping_since:2007	819	1	2
3	cool:300-400 AND funny:100-200 AND review_count:100-200	262	1	4
3	average_stars:3.5-4.0 AND useful:700-800 AND yelping_since:2007	756	1	6
3	average_stars:4.0-4.5 AND cool:600-700 AND yelping_since:2007	900	1	2
3	average_stars:4.0-4.5 AND fans:80-90 AND review_count:300-400	1277	1	2
3	fans:110-120 AND funny:>1000 AND review_count:900-1000	482	1	2
3	cool:>1000 AND review_count:700-800 AND yelping_since:2006	465	1	2
3	cool:300-400 AND funny:200-300 AND review_count:500-600	1310	1	2
3	fans:10-20 AND funny:100-200 AND useful:700-800	712	1	4
3	average_stars:3.5-4.0 AND cool:500-600 AND yelping_since:2006	886	1	4
3	average_stars:3.5-4.0 AND funny:500-600 AND review_count:300-400	1057	1	8
3	fans:20-30 AND funny:300-400 AND review_count:100-200	607	1	4
3	average_stars:4.0-4.5 AND fans:70-80 AND funny:300-400	1029	1	2
3	funny:500-600 AND useful:1400-1500 AND yelping_since:2007	1230	1	2
3	average_stars:3.5-4.0 AND cool:500-600 AND fans:20-30	1027	1	4
3	average_stars:3.5-4.0 AND useful:1200-1300 AND yelping_since:2006	1223	1	2
3	average_stars:3.5-4.0 AND funny:400-500 AND review_count:100-200	977	1	2
3	cool:100-200 AND review_count:600-700 AND yelping_since:2010	462	1	2
3	fans:60-70 AND review_count:500-600 AND useful:>2000	442	1	2
3	fans:20-30 AND useful:600-700 AND yelping_since:2010	600	1	4
3	funny:100-200 AND review_count:300-400 AND useful:700-800	756	1	4
3	cool:100-200 AND funny:0-100 AND useful:100-200	301	1	6
3	funny:400-500 AND review_count:300-400 AND useful:700-800	1041	1	2
3	average_stars:3.5-4.0 AND review_count:400-500 AND yelping_since:2011	1106	1	4
3	fans:40-50 AND funny:300-400 AND review_count:200-300	680	1	4
3	fans:10-20 AND review_count:700-800 AND yelping_since:2010	1346	1	2
3	cool:100-200 AND funny:300-400 AND useful:200-300	293	1	2
3	average_stars:3.0-3.5 AND cool:300-400 AND yelping_since:2009	583	1	4
3	fans:30-40 AND funny:300-400 AND useful:1100-1200	862	1	2
3	average_stars:4.0-4.5 AND cool:>1000 AND fans:40-50	593	1	2
3	cool:200-300 AND funny:300-400 AND review_count:100-200	607	1	2
3	review_count:200-300 AND useful:300-400 AND yelping_since:2007	689	1	2
3	cool:400-500 AND review_count:300-400 AND useful:900-1000	741	1	2
3	cool:200-300 AND fans:30-40 AND review_count:200-300	672	1	4
3	cool:0-100 AND useful:300-400 AND yelping_since:2008	294	1	4
3	average_stars:3.5-4.0 AND review_count:400-500 AND useful:1300-1400	801	1	2
3	fans:40-50 AND funny:100-200 AND yelping_since:2009	981	1	2
3	funny:200-300 AND review_count:300-400 AND useful:800-900	736	1	6
3	average_stars:4.0-4.5 AND funny:>1000 AND review_count:300-400	1031	1	4
3	cool:>1000 AND useful:>2000 AND yelping_since:2005	511	1	2
3	cool:400-500 AND fans:10-20 AND yelping_since:2007	526	1	2
3	cool:400-500 AND review_count:300-400 AND yelping_since:2007	1050	1	2
3	cool:600-700 AND review_count:400-500 AND yelping_since:2007	801	1	2
3	cool:500-600 AND funny:300-400 AND yelping_since:2007	685	1	2
3	cool:>1000 AND fans:60-70 AND review_count:500-600	442	1	2
3	cool:>1000 AND funny:>1000 AND yelping_since:2005	511	1	4
3	average_stars:3.5-4.0 AND fans:20-30 AND useful:1100-1200	552	1	6
3	average_stars:3.5-4.0 AND useful:1100-1200 AND yelping_since:2010	1104	1	2
3	fans:120-130 AND review_count:500-600 AND useful:>2000	1117	1	2
3	cool:300-400 AND fans:20-30 AND review_count:200-300	1271	1	2
3	fans:30-40 AND funny:200-300 AND review_count:500-600	821	1	4
3	average_stars:4.0-4.5 AND cool:200-300 AND yelping_since:2008	922	1	2
3	average_stars:3.5-4.0 AND cool:300-400 AND useful:400-500	620	1	4
3	cool:200-300 AND fans:10-20 AND yelping_since:2005	264	1	2
3	average_stars:4.0-4.5 AND funny:400-500 AND review_count:100-200	635	1	2
3	cool:200-300 AND review_count:900-1000 AND useful:600-700	1162	1	2
3	fans:50-60 AND funny:>1000 AND review_count:300-400	407	1	2
3	fans:40-50 AND review_count:300-400 AND yelping_since:2011	1066	1	2
3	average_stars:4.0-4.5 AND funny:900-1000 AND yelping_since:2009	573	1	2
3	average_stars:3.5-4.0 AND useful:1900-2000 AND yelping_since:2006	1224	1	2
3	fans:30-40 AND funny:300-400 AND review_count:500-600	1311	1	2
3	cool:600-700 AND fans:80-90 AND funny:300-400	1168	1	2
3	fans:0-10 AND funny:100-200 AND useful:500-600	262	1	6
3	cool:900-1000 AND fans:40-50 AND yelping_since:2007	1092	1	2
3	average_stars:3.5-4.0 AND useful:600-700 AND yelping_since:2008	352	1	6
3	average_stars:3.5-4.0 AND fans:40-50 AND review_count:500-600	820	1	6
3	average_stars:3.0-3.5 AND cool:>1000 AND yelping_since:2006	892	1	2
3	funny:100-200 AND useful:800-900 AND yelping_since:2008	404	1	4
3	cool:>1000 AND fans:110-120 AND review_count:900-1000	482	1	2
3	funny:700-800 AND review_count:700-800 AND yelping_since:2006	1343	1	2
3	average_stars:3.5-4.0 AND cool:>1000 AND funny:700-800	989	1	4
3	review_count:200-300 AND useful:300-400 AND yelping_since:2011	1025	1	2
3	cool:300-400 AND fans:20-30 AND review_count:400-500	789	1	4
3	average_stars:4.0-4.5 AND fans:90-100 AND yelping_since:2010	956	1	2
3	fans:40-50 AND funny:100-200 AND useful:600-700	234	1	2
3	cool:300-400 AND funny:300-400 AND useful:500-600	940	1	2
3	average_stars:3.5-4.0 AND cool:600-700 AND yelping_since:2006	1215	1	2
3	average_stars:3.5-4.0 AND cool:800-900 AND useful:1500-1600	1194	1	2
3	cool:200-300 AND fans:10-20 AND useful:600-700	1036	1	4
3	fans:10-20 AND funny:200-300 AND useful:600-700	750	1	4
3	fans:40-50 AND funny:100-200 AND yelping_since:2008	820	1	2
3	funny:300-400 AND review_count:100-200 AND useful:200-300	293	1	2
3	cool:>1000 AND useful:1700-1800 AND yelping_since:2008	919	1	2
3	average_stars:3.5-4.0 AND funny:600-700 AND useful:1800-1900	953	1	2
3	fans:0-10 AND review_count:300-400 AND useful:200-300	381	1	4
3	cool:200-300 AND review_count:600-700 AND yelping_since:2008	836	1	2
3	funny:100-200 AND review_count:300-400 AND yelping_since:2011	786	1	4
3	average_stars:4.0-4.5 AND funny:300-400 AND useful:1100-1200	862	1	2
3	cool:900-1000 AND fans:40-50 AND useful:1300-1400	1081	1	2
3	cool:600-700 AND fans:30-40 AND useful:800-900	995	1	4
3	cool:500-600 AND fans:20-30 AND useful:1400-1500	1082	1	2
3	cool:500-600 AND review_count:300-400 AND yelping_since:2008	765	1	4
3	fans:30-40 AND review_count:700-800 AND yelping_since:2008	1344	1	2
3	cool:0-100 AND funny:0-100 AND review_count:300-400	1035	1	6
3	cool:>1000 AND fans:120-130 AND yelping_since:2010	235	1	2
3	funny:100-200 AND useful:700-800 AND yelping_since:2008	699	1	2
3	fans:40-50 AND review_count:400-500 AND useful:600-700	1300	1	2
3	average_stars:3.5-4.0 AND fans:40-50 AND useful:900-1000	1210	1	2
3	cool:900-1000 AND funny:600-700 AND yelping_since:2008	1238	1	2
3	review_count:100-200 AND useful:400-500 AND yelping_since:2006	632	1	2
3	cool:200-300 AND review_count:200-300 AND yelping_since:2010	376	1	8
3	cool:900-1000 AND fans:50-60 AND useful:1200-1300	1187	1	2
3	average_stars:3.5-4.0 AND cool:500-600 AND funny:600-700	765	1	2
3	funny:200-300 AND useful:700-800 AND yelping_since:2009	943	1	2
3	fans:30-40 AND funny:400-500 AND useful:600-700	1205	1	2
3	review_count:100-200 AND useful:400-500 AND yelping_since:2009	982	1	4
3	fans:120-130 AND useful:>2000 AND yelping_since:2009	585	1	2
3	average_stars:3.0-3.5 AND fans:70-80 AND yelping_since:2008	1233	1	2
3	average_stars:3.5-4.0 AND fans:40-50 AND useful:500-600	680	1	2
3	fans:20-30 AND useful:500-600 AND yelping_since:2006	887	1	2
3	review_count:500-600 AND useful:900-1000 AND yelping_since:2009	447	1	2
3	average_stars:4.0-4.5 AND cool:300-400 AND funny:300-400	725	1	2
3	average_stars:3.0-3.5 AND fans:20-30 AND review_count:400-500	805	1	2
3	fans:30-40 AND funny:400-500 AND yelping_since:2009	1129	1	2
3	cool:300-400 AND review_count:300-400 AND yelping_since:2010	778	1	4
3	funny:500-600 AND review_count:500-600 AND yelping_since:2007	1124	1	2
3	fans:20-30 AND review_count:400-500 AND useful:1000-1100	789	1	4
3	fans:70-80 AND funny:900-1000 AND yelping_since:2009	573	1	2
3	average_stars:3.5-4.0 AND fans:90-100 AND yelping_since:2007	206	1	2
3	average_stars:3.5-4.0 AND useful:>2000 AND yelping_since:2005	511	1	2
3	cool:0-100 AND fans:10-20 AND useful:300-400	790	1	4
3	average_stars:3.5-4.0 AND cool:700-800 AND yelping_since:2010	1254	1	2
3	cool:300-400 AND fans:30-40 AND review_count:700-800	841	1	2
3	cool:200-300 AND useful:600-700 AND yelping_since:2008	923	1	2
3	average_stars:4.0-4.5 AND review_count:200-300 AND yelping_since:2007	686	1	6
3	funny:100-200 AND review_count:500-600 AND useful:400-500	819	1	2
3	average_stars:3.0-3.5 AND cool:200-300 AND yelping_since:2010	955	1	2
3	cool:100-200 AND review_count:500-600 AND yelping_since:2008	822	1	2
3	fans:20-30 AND review_count:300-400 AND yelping_since:2011	1065	1	2
3	fans:110-120 AND review_count:900-1000 AND useful:>2000	482	1	2
3	funny:400-500 AND review_count:100-200 AND yelping_since:2008	977	1	2
3	cool:400-500 AND review_count:200-300 AND useful:700-800	1008	1	2
3	fans:30-40 AND useful:1300-1400 AND yelping_since:2010	1259	1	2
3	cool:600-700 AND funny:500-600 AND yelping_since:2007	900	1	2
3	cool:0-100 AND useful:0-100 AND yelping_since:2007	271	1	2
3	funny:>1000 AND review_count:300-400 AND yelping_since:2010	1062	1	2
3	average_stars:4.0-4.5 AND useful:1600-1700 AND yelping_since:2011	962	1	2
3	fans:0-10 AND useful:0-100 AND yelping_since:2007	271	1	2
3	cool:300-400 AND fans:10-20 AND review_count:100-200	969	1	6
3	average_stars:3.5-4.0 AND useful:1400-1500 AND yelping_since:2009	1251	1	2
3	average_stars:3.5-4.0 AND fans:80-90 AND review_count:600-700	450	1	6
3	fans:20-30 AND useful:700-800 AND yelping_since:2008	559	1	4
3	cool:>1000 AND fans:80-90 AND yelping_since:2008	561	1	4
3	fans:40-50 AND funny:100-200 AND review_count:500-600	820	1	2
3	average_stars:3.5-4.0 AND fans:0-10 AND review_count:300-400	381	1	10
3	cool:>1000 AND fans:120-130 AND yelping_since:2009	585	1	2
3	average_stars:3.0-3.5 AND review_count:200-300 AND yelping_since:2010	369	1	4
3	fans:30-40 AND review_count:500-600 AND useful:1300-1400	1316	1	2
3	fans:50-60 AND review_count:700-800 AND yelping_since:2006	1155	1	2
3	funny:600-700 AND review_count:200-300 AND yelping_since:2006	996	1	2
3	average_stars:4.0-4.5 AND fans:70-80 AND funny:>1000	529	1	2
3	average_stars:3.5-4.0 AND useful:600-700 AND yelping_since:2011	1026	1	4
3	cool:200-300 AND funny:400-500 AND review_count:200-300	709	1	4
3	cool:300-400 AND fans:10-20 AND review_count:500-600	1107	1	2
3	funny:300-400 AND review_count:100-200 AND yelping_since:2008	293	1	4
3	cool:200-300 AND funny:200-300 AND useful:400-500	534	1	8
3	average_stars:3.0-3.5 AND review_count:300-400 AND useful:300-400	728	1	2
3	average_stars:4.0-4.5 AND cool:200-300 AND useful:500-600	904	1	6
3	review_count:700-800 AND useful:>2000 AND yelping_since:2006	465	1	2
3	average_stars:3.5-4.0 AND fans:40-50 AND useful:600-700	234	1	4
3	cool:200-300 AND fans:10-20 AND funny:300-400	342	1	2
3	fans:40-50 AND funny:100-200 AND useful:700-800	506	1	2
3	cool:300-400 AND fans:30-40 AND yelping_since:2006	513	1	4
3	average_stars:3.0-3.5 AND funny:400-500 AND review_count:100-200	608	1	2
3	cool:200-300 AND funny:200-300 AND review_count:400-500	1069	1	2
3	cool:100-200 AND fans:20-30 AND yelping_since:2009	569	1	8
3	average_stars:4.0-4.5 AND review_count:500-600 AND yelping_since:2009	447	1	2
3	cool:400-500 AND fans:10-20 AND funny:400-500	526	1	2
3	cool:500-600 AND fans:50-60 AND review_count:500-600	1309	1	2
3	average_stars:4.0-4.5 AND fans:10-20 AND review_count:300-400	1038	1	4
3	average_stars:3.0-3.5 AND cool:600-700 AND review_count:300-400	1056	1	2
3	average_stars:3.5-4.0 AND funny:300-400 AND useful:1000-1100	576	1	2
3	average_stars:3.5-4.0 AND review_count:300-400 AND useful:200-300	381	1	4
3	fans:60-70 AND funny:>1000 AND review_count:500-600	442	1	2
3	fans:20-30 AND funny:300-400 AND yelping_since:2011	603	1	2
3	average_stars:4.0-4.5 AND funny:200-300 AND useful:300-400	972	1	2
3	funny:400-500 AND review_count:500-600 AND yelping_since:2008	1126	1	2
3	average_stars:4.0-4.5 AND funny:100-200 AND useful:300-400	533	1	4
3	cool:>1000 AND fans:180-190 AND funny:>1000	508	1	2
3	fans:10-20 AND useful:200-300 AND yelping_since:2011	323	1	4
3	cool:200-300 AND fans:20-30 AND useful:700-800	504	1	4
3	fans:20-30 AND review_count:200-300 AND useful:300-400	1273	1	2
3	average_stars:3.0-3.5 AND fans:40-50 AND review_count:600-700	1149	1	2
3	average_stars:3.5-4.0 AND review_count:200-300 AND useful:1100-1200	694	1	2
3	funny:200-300 AND useful:300-400 AND yelping_since:2008	1242	1	2
3	funny:700-800 AND review_count:200-300 AND yelping_since:2010	719	1	2
3	funny:300-400 AND review_count:300-400 AND useful:800-900	737	1	2
3	fans:10-20 AND review_count:100-200 AND yelping_since:2005	264	1	2
3	cool:200-300 AND funny:300-400 AND review_count:200-300	342	1	4
3	cool:300-400 AND review_count:100-200 AND useful:400-500	620	1	4
