780	2006-08-25 19:09:20	1735	515	473	51	3.42
157	2010-05-20 20:54:52	147	52	33	5	3.75
109	2010-09-26 23:25:59	395	165	133	13	3.96
164	2008-10-14 16:12:35	219	46	108	14	4.08
502	2008-04-23 04:00:20	987	406	403	23	3.64
101	2010-07-14 02:11:58	87	16	37	4	3.79
144	2007-05-25 03:39:18	523	171	390	10	3.51
362	2010-01-10 22:31:48	896	596	522	38	3.65
514	2007-12-23 04:26:43	664	156	156	25	3.43
839	2011-10-23 23:52:25	2611	1349	2129	66	4.18
112	2011-09-13 13:25:17	563	206	256	36	3.7
341	2010-03-13 15:10:08	1385	210	583	35	3.65
537	2007-10-25 20:40:50	1188	987	635	33	3.85
111	2009-02-23 18:15:11	299	46	104	12	4.12
752	2009-01-29 03:48:53	2272	809	902	90	4.16
266	2006-10-22 02:02:34	594	205	220	12	3.67
178	2008-02-10 20:55:23	249	86	120	25	4.03
149	2007-05-31 13:40:23	255	62	87	12	3.53
113	2006-08-10 03:37:38	362	98	252	19	4.54
258	2010-06-05 16:44:22	1605	762	1169	40	3.87
408	2007-02-26 21:29:39	2052	1424	1526	56	3.85
645	2008-02-11 19:45:49	1517	783	963	70	3.89
212	2007-08-02 21:41:41	625	200	262	35	4.15
117	2010-11-17 17:10:32	132	30	44	5	4.06
426	2010-11-25 14:56:03	1495	813	589	27	2.69
200	2006-12-07 21:23:13	489	178	296	24	3.6
312	2008-07-27 00:37:06	912	354	433	76	4.16
443	2010-01-03 00:32:29	1156	609	610	18	3.65
240	2009-08-08 13:11:32	410	75	216	18	4.07
108	2009-07-16 00:40:28	91	26	22	3	4.01
270	2009-02-05 05:39:35	302	156	191	17	3.82
115	2010-12-23 23:59:32	107	37	40	10	3.71
121	2008-01-09 21:29:58	180	36	104	10	3.84
762	2008-10-30 23:49:18	12577	10855	11674	202	4.43
154	2010-01-22 00:36:55	335	171	171	18	3.7
251	2009-10-12 22:35:44	457	184	270	21	4.15
540	2008-06-18 03:13:13	824	197	376	44	3.66
278	2008-06-01 00:05:53	491	449	302	12	3.28
314	2008-01-23 16:20:31	1348	1267	1004	29	3.93
475	2006-09-15 01:32:26	4190	6294	4522	295	3.47
120	2009-09-15 15:47:17	381	77	83	24	3.41
159	2009-04-10 18:33:50	197	42	93	18	3.69
322	2006-01-24 23:11:37	324	314	147	23	3.68
161	2007-08-05 06:31:17	346	85	178	5	3.8
465	2007-01-10 23:11:04	1637	1145	1416	80	4.16
249	2009-07-14 17:17:57	291	91	154	20	3.43
205	2008-08-28 04:54:52	310	70	60	8	3.05
556	2010-12-27 23:28:13	457	227	123	14	3.73
114	2010-08-06 11:49:42	203	92	69	2	3.47
256	2010-03-17 22:31:53	425	99	195	27	3.94
177	2009-10-12 03:42:38	1422	1000	1069	48	3.66
371	2010-07-21 05:17:56	552	188	241	29	3.58
214	2006-10-24 18:52:46	233	59	137	9	4.01
325	2007-08-13 07:53:24	737	340	331	27	4.09
309	2008-09-08 19:47:48	126	55	80	1	4.0
309	2010-02-01 14:05:35	832	211	370	50	4.06
591	2011-02-21 03:17:03	1373	456	323	41	3.68
180	2009-05-17 19:51:08	386	153	204	11	4.3
853	2010-07-08 06:11:31	1266	364	521	57	4.17
404	2010-04-28 22:21:13	753	217	313	42	3.66
396	2008-03-31 01:11:13	1289	337	681	44	4.43
723	2007-09-17 00:47:17	1015	220	464	41	3.74
134	2008-05-20 18:26:00	144	26	49	2	3.64
266	2005-12-19 20:16:36	641	477	725	20	3.86
276	2007-09-18 17:56:17	661	400	255	16	3.49
417	2007-03-07 23:01:49	2039	1391	1570	93	3.7
161	2006-11-07 04:43:16	102	34	53	4	3.53
197	2010-02-25 22:34:19	389	238	151	19	3.74
408	2009-04-29 01:17:41	1078	244	338	25	3.86
201	2010-07-24 12:01:35	185	26	26	6	3.6
306	2008-09-04 21:34:25	563	237	305	24	3.83
240	2009-02-17 15:23:03	293	108	142	16	3.9
891	2006-06-14 04:53:29	590	173	315	25	3.81
529	2006-04-16 23:15:45	1145	369	550	41	4.08
216	2008-07-17 22:26:21	583	366	408	47	3.94
159	2009-03-07 18:47:40	210	127	47	3	3.57
359	2008-01-25 03:53:32	538	147	293	33	3.79
461	2009-03-18 14:30:30	2063	1153	1574	56	3.88
333	2009-08-11 00:06:37	1664	1786	1185	53	3.23
164	2008-05-11 04:41:25	253	140	121	15	3.99
280	2010-01-13 04:57:28	343	80	179	22	3.88
318	2010-05-22 14:55:46	349	88	145	10	3.66
147	2007-03-06 05:35:19	196	54	76	1	3.71
820	2009-07-12 01:03:14	5441	2976	4264	149	3.85
729	2006-07-16 17:43:32	2747	1079	1600	151	3.58
369	2010-04-05 01:25:11	834	304	367	30	3.99
650	2010-03-11 20:35:51	1233	583	723	92	3.91
137	2007-06-19 03:02:43	504	224	308	5	3.91
400	2007-02-28 22:44:30	830	592	635	22	3.64
110	2009-10-22 06:20:05	72	9	10	2	3.23
488	2011-03-13 04:48:15	884	232	290	65	3.6
183	2011-08-20 23:31:53	1100	282	669	83	3.52
321	2008-07-12 22:07:42	606	439	465	33	3.93
177	2008-03-14 00:10:51	156	21	78	5	4.12
212	2010-09-19 07:20:27	1305	773	687	39	3.88
160	2006-07-20 16:34:24	141	48	32	8	3.99
584	2008-05-01 06:11:26	515	264	228	23	3.83
593	2007-12-30 01:22:02	3205	2961	2775	86	4.07
149	2007-06-16 22:31:32	202	42	59	12	3.85
107	2010-07-28 06:06:20	156	30	52	8	4.03
292	2007-10-22 00:23:27	326	138	146	6	4.17
111	2010-12-31 14:14:51	123	26	31	2	3.64
320	2011-05-08 07:00:10	797	323	435	27	3.99
122	2011-12-22 16:02:49	155	36	52	4	3.54
614	2008-01-15 21:16:18	4287	1521	2772	103	4.24
731	2012-05-06 16:17:55	1914	616	1010	136	3.95
197	2011-05-13 18:30:04	230	39	62	15	3.62
174	2010-01-04 04:33:57	94	33	12	2	2.74
150	2009-02-10 16:08:35	688	320	391	23	3.94
224	2009-08-28 17:39:48	337	157	124	12	3.48
146	2008-10-29 22:37:55	189	59	78	18	4.39
385	2007-01-11 17:17:08	756	199	479	42	3.83
303	2006-07-13 19:18:52	504	205	195	12	3.85
147	2007-10-15 21:10:54	651	386	432	56	4.01
564	2010-06-07 21:08:02	2158	1026	1068	63	3.69
447	2007-12-28 03:44:51	344	79	129	21	3.71
116	2008-06-23 14:36:56	208	177	109	3	3.58
694	2010-02-05 06:49:26	1144	242	399	61	4.13
184	2008-02-13 17:12:54	341	106	162	30	3.7
167	2006-02-23 17:52:18	307	70	152	14	3.47
333	2007-03-24 15:47:23	1106	496	509	32	4.23
394	2009-06-02 23:04:20	547	125	121	15	3.93
274	2011-02-20 00:10:34	623	190	187	16	3.66
694	2011-03-25 04:59:16	5244	2432	3852	263	3.89
453	2008-08-26 14:24:16	384	106	126	7	3.33
338	2007-04-19 21:14:13	1413	1389	1132	57	3.5
214	2008-10-20 20:07:38	515	118	162	13	3.82
280	2010-06-22 16:34:18	936	403	247	28	3.53
197	2009-02-18 14:41:31	1598	861	1220	104	3.94
358	2010-05-15 03:33:56	321	88	77	13	3.4
742	2007-08-25 02:36:44	1462	529	775	49	3.79
528	2011-04-03 09:22:14	571	141	259	25	3.86
123	2005-12-09 03:25:04	397	164	215	12	3.66
141	2010-03-01 01:07:25	188	187	40	5	3.49
621	2006-07-19 19:16:03	1691	345	974	66	3.51
226	2009-06-12 06:08:01	685	474	454	31	3.84
235	2009-03-11 18:28:05	585	248	228	27	3.82
152	2008-04-12 01:21:08	312	166	117	10	3.45
237	2011-07-26 12:21:08	666	399	466	47	3.64
754	2011-08-30 13:46:26	2925	775	988	57	3.46
157	2011-08-26 04:14:07	201	28	58	15	4.06
302	2008-12-02 21:01:46	752	299	459	70	3.63
341	2009-05-22 01:32:07	1414	1060	790	38	3.36
509	2008-12-13 17:47:54	1798	984	1213	127	4.03
191	2008-04-10 02:46:54	942	447	685	36	3.78
934	2008-02-21 19:33:08	1826	1611	943	56	3.4
358	2007-12-06 16:25:03	1223	592	697	57	4.02
440	2010-07-31 13:31:38	1871	1115	1278	49	4.02
352	2006-05-02 01:19:45	1681	1063	1289	39	4.16
460	2010-02-05 04:50:43	5239	4749	4495	360	3.7
332	2010-02-16 03:00:46	1799	945	1017	28	3.67
122	2007-06-21 04:58:44	109	44	30	1	4.15
179	2009-04-03 22:33:53	522	326	335	16	3.77
101	2011-03-22 05:39:02	375	230	301	40	4.19
108	2008-04-10 13:27:19	151	78	90	7	3.97
106	2009-08-14 22:49:48	86	17	31	7	4.19
647	2008-06-12 03:53:41	469	242	262	12	3.92
529	2008-04-15 19:47:40	872	256	263	31	3.53
655	2010-05-18 03:07:02	621	124	290	34	3.69
774	2009-07-02 00:39:42	2378	993	1511	71	4.07
897	2009-01-11 04:34:11	3214	1491	1891	96	3.71
269	2006-05-06 10:54:18	814	467	548	19	4.05
262	2010-08-18 06:40:43	552	149	366	14	4.2
216	2009-08-28 17:27:02	491	177	206	34	4.1
315	2011-02-12 05:24:47	345	221	175	18	3.86
371	2006-08-31 19:22:24	952	195	398	36	3.85
247	2010-11-07 20:47:17	448	144	189	15	4.03
465	2007-12-25 05:03:41	354	111	198	24	4.08
414	2009-12-02 18:54:31	1073	289	221	11	3.62
159	2010-09-12 13:43:49	107	29	18	3	3.08
138	2009-01-28 02:15:26	282	107	128	18	3.08
107	2010-08-08 00:12:07	136	125	56	11	3.42
175	2009-07-01 17:30:28	349	133	114	46	3.51
356	2009-11-02 06:15:16	676	398	386	14	3.75
123	2006-07-07 21:30:30	190	221	167	25	3.86
765	2008-09-21 03:16:05	5221	3680	4104	140	3.8
414	2006-02-05 00:54:06	586	103	230	17	3.33
352	2007-08-02 03:10:57	729	456	447	13	4.08
342	2007-07-16 17:55:08	646	188	313	29	3.86
235	2010-09-12 06:40:28	567	197	214	16	3.32
532	2010-01-19 08:03:08	3401	2486	3026	90	4.09
186	2009-08-27 17:14:44	712	200	274	39	4.32
326	2009-07-12 18:11:07	523	93	94	11	4.08
153	2009-02-26 06:01:54	196	120	66	13	3.92
487	2008-09-04 01:08:58	1225	283	578	30	3.27
266	2006-05-21 03:09:59	283	127	216	23	3.88
405	2007-12-18 19:50:48	5886	5640	5230	254	3.63
362	2008-03-09 14:00:48	360	102	152	8	3.5
879	2009-01-13 05:12:30	1423	546	890	53	4.11
108	2008-08-20 16:06:32	163	90	116	3	4.13
170	2008-04-02 03:16:27	333	72	83	7	4.28
911	2007-02-15 22:31:20	3400	2130	2714	116	3.67
495	2006-03-12 17:04:39	2018	684	1233	285	3.56
267	2008-06-17 23:42:14	354	81	116	13	3.95
147	2007-08-22 22:29:05	304	155	221	13	3.71
339	2008-03-24 16:38:35	811	551	462	27	3.94
368	2008-07-27 13:08:16	482	84	240	25	3.76
341	2006-02-08 22:41:52	345	172	145	13	3.76
623	2011-01-02 21:23:12	823	332	446	11	3.89
237	2008-07-10 17:57:25	617	272	313	17	3.47
189	2006-04-18 22:30:03	359	105	164	20	3.75
398	2009-03-02 21:36:53	1586	502	795	72	3.97
621	2008-05-13 03:05:02	701	254	279	27	3.7
943	2009-05-31 05:08:55	4092	2315	2561	69	3.87
520	2006-02-28 17:36:13	520	151	371	18	3.66
347	2005-04-21 16:35:19	233	69	112	7	4.0
341	2010-07-09 17:01:06	717	214	294	16	3.57
402	2009-10-15 23:39:24	959	563	663	104	3.42
353	2007-08-30 18:56:10	2008	2208	1583	111	3.31
436	2007-08-28 02:00:07	564	385	276	55	4.37
107	2006-12-04 19:03:52	152	42	43	1	3.06
402	2010-06-15 13:14:55	574	89	97	22	3.93
267	2009-09-10 06:17:31	411	137	210	22	4.08
109	2011-08-12 00:20:54	68	11	28	2	3.98
143	2010-07-11 14:26:36	64	18	13	3	2.96
115	2009-04-08 22:39:26	253	37	117	18	4.2
262	2009-09-28 15:42:26	812	341	420	44	3.96
114	2009-02-03 23:43:05	249	83	128	16	3.91
282	2011-05-16 12:22:50	713	368	328	32	3.95
417	2007-01-26 19:22:50	1028	175	309	26	3.39
363	2010-05-03 02:44:04	865	319	439	57	3.97
150	2009-07-22 07:26:29	958	1290	725	63	3.94
361	2008-11-22 17:54:41	733	240	173	21	3.73
158	2007-12-11 03:22:45	285	131	141	9	3.23
117	2010-10-28 15:48:39	169	23	123	5	4.96
812	2010-05-16 02:08:56	3553	2241	2336	121	3.94
222	2010-01-03 11:18:29	284	38	68	4	4.15
143	2009-12-19 20:36:22	169	47	29	0	2.94
133	2008-09-23 00:56:44	183	29	43	3	4.14
327	2008-03-14 14:41:58	1677	1588	1213	69	3.88
469	2009-01-05 01:13:03	480	178	338	22	3.55
897	2009-02-02 18:19:58	5870	1981	4166	225	3.7
819	2008-09-10 15:29:43	3564	1415	1960	101	4.02
186	2009-12-08 23:21:45	669	301	379	46	3.27
771	2007-07-24 04:08:10	1302	363	742	37	3.45
287	2007-07-29 07:41:19	372	136	225	13	3.91
315	2007-09-14 07:01:09	391	74	107	15	3.85
424	2009-02-04 22:13:18	775	273	352	38	4.0
266	2008-03-04 21:26:38	1030	563	823	37	4.02
313	2009-03-03 23:35:15	340	190	135	21	3.86
318	2008-05-06 16:43:29	366	231	166	10	3.88
808	2007-12-27 18:26:42	3307	1071	1450	64	3.79
153	2010-01-09 10:50:29	265	97	65	6	3.28
196	2006-01-04 20:13:43	252	105	195	36	4.1
123	2006-07-21 17:52:10	84	31	38	4	3.37
198	2009-02-06 16:15:32	305	56	121	10	4.15
393	2010-02-06 18:42:16	349	136	119	11	3.99
116	2010-08-16 17:19:13	178	53	57	5	4.24
229	2009-11-05 00:46:25	311	91	138	28	3.35
474	2009-01-20 02:02:46	1325	553	908	50	4.16
317	2008-09-19 23:49:24	821	155	189	21	3.82
145	2009-12-13 19:24:58	200	84	41	8	3.31
174	2008-08-02 16:09:37	533	192	258	12	3.53
144	2007-05-14 21:06:24	211	28	173	20	3.59
682	2008-02-16 22:58:20	649	337	275	49	3.47
753	2010-12-01 17:54:30	1696	431	956	38	3.68
111	2006-12-24 17:18:17	445	147	249	4	4.03
197	2007-12-17 20:57:25	457	136	270	17	3.69
336	2011-01-04 17:42:33	481	193	219	20	3.92
135	2006-08-24 18:02:32	626	484	455	12	3.72
432	2011-02-20 09:57:39	1509	459	519	36	3.65
301	2011-06-27 22:28:20	740	188	297	12	4.13
490	2008-07-16 01:34:34	1078	273	398	35	4.29
126	2009-07-29 23:57:22	241	79	125	16	4.08
359	2010-01-28 23:57:15	364	75	110	11	4.02
282	2007-05-17 01:47:17	1412	738	1129	180	3.63
929	2006-03-10 17:21:56	2209	1071	1092	91	3.71
329	2008-03-16 23:04:16	728	355	544	28	4.18
175	2005-04-20 16:49:28	243	157	221	13	3.99
343	2011-03-14 19:49:06	1551	769	863	41	3.87
357	2006-05-23 23:36:22	395	158	124	18	3.85
141	2011-10-02 18:50:14	285	273	148	12	3.73
1000	2008-08-11 19:08:23	4249	1902	2656	217	4.23
233	2010-02-14 17:08:49	342	135	160	14	4.11
155	2012-05-21 10:26:01	443	124	271	27	3.37
264	2012-05-03 23:21:00	66	19	26	1	4.18
443	2007-03-28 19:06:08	1124	594	706	22	3.85
802	2006-12-12 23:23:42	8384	7346	7538	216	3.98
454	2009-08-26 05:50:24	1780	1257	1343	90	3.79
306	2005-01-31 19:55:09	2622	3748	2707	189	3.7
139	2010-06-27 21:30:59	111	31	41	7	4.06
123	2011-03-13 02:19:53	127	31	38	7	4.23
512	2007-10-21 01:07:53	2689	2216	2280	124	3.47
343	2007-04-03 08:27:06	251	143	127	10	3.69
326	2006-10-20 03:50:23	959	267	738	30	4.35
292	2006-03-03 00:27:44	829	532	752	96	3.76
677	2008-10-15 00:42:01	850	194	314	22	3.5
385	2007-10-01 02:13:22	1081	797	818	29	3.66
129	2009-12-17 00:17:59	283	28	63	3	4.0
150	2009-11-03 04:56:21	150	32	73	11	4.21
108	2011-03-21 03:27:57	214	52	85	8	3.97
757	2009-01-25 10:05:04	2784	1644	1837	114	3.93
100	2011-04-27 23:35:27	187	58	52	3	3.15
404	2007-06-08 12:12:35	1333	330	638	53	3.76
219	2010-03-13 19:52:22	254	56	83	10	3.96
108	2008-08-05 16:12:41	281	100	172	12	3.93
146	2008-05-05 00:16:33	347	100	124	6	3.68
404	2010-03-06 02:36:54	632	96	211	19	3.7
472	2009-05-26 07:09:02	732	117	153	30	4.1
121	2008-07-25 05:36:08	162	86	74	29	3.65
572	2007-11-23 22:22:31	3822	2285	3091	55	3.98
484	2008-03-17 21:17:45	918	193	303	40	3.57
255	2009-03-11 12:48:21	536	177	220	25	3.83
305	2006-07-30 23:28:04	348	386	341	26	4.17
522	2007-06-23 00:01:00	1341	585	1235	37	3.64
300	2009-03-03 16:11:45	1982	1784	1404	62	3.58
167	2009-01-12 01:08:17	445	113	111	10	2.62
596	2011-02-21 21:32:18	1628	1000	1258	58	4.06
230	2009-01-24 19:48:04	503	106	244	10	3.98
102	2009-08-25 00:31:15	170	47	63	3	3.47
212	2009-06-11 21:03:09	261	78	128	18	3.74
273	2007-08-01 21:32:59	1320	1079	1322	65	3.91
483	2007-09-04 20:06:51	1324	1380	973	44	3.81
618	2006-07-23 20:25:37	1366	789	799	34	3.81
403	2009-04-06 03:43:59	1029	430	482	64	3.93
180	2009-06-23 18:37:37	360	106	156	23	3.79
450	2007-12-31 20:23:22	811	473	411	28	3.76
887	2006-09-02 17:25:56	1438	378	693	76	3.83
392	2006-04-14 17:37:49	661	329	488	32	4.04
116	2011-01-10 21:07:34	224	31	54	8	4.08
481	2007-11-28 06:47:37	729	380	408	38	3.82
455	2009-04-15 12:46:06	1823	696	663	46	3.38
111	2009-03-29 01:33:33	210	97	55	7	4.02
266	2011-07-30 14:33:39	328	110	101	10	3.64
131	2006-07-24 16:52:44	127	48	48	19	4.24
161	2009-02-11 08:56:50	148	41	78	13	3.85
513	2007-06-12 04:47:24	407	184	213	26	4.18
294	2007-10-15 19:45:32	468	184	251	20	3.53
257	2010-03-10 04:12:23	384	96	144	31	3.92
422	2009-04-27 01:21:16	2483	1944	1783	79	4.0
202	2009-10-04 17:59:02	586	329	364	48	3.57
766	2008-01-31 18:46:00	2085	1004	1062	89	3.1
658	2010-04-08 20:42:38	7796	5675	6429	245	3.74
138	2008-09-22 18:43:46	162	80	96	12	4.06
205	2010-11-04 03:23:05	627	155	294	50	3.67
167	2006-05-28 22:53:26	290	171	268	12	3.5
392	2009-08-24 21:30:48	548	312	188	28	3.61
291	2007-11-27 00:46:58	2479	1930	2196	96	3.83
139	2008-10-15 15:28:30	294	201	101	9	3.7
256	2006-12-29 23:51:16	1291	626	937	53	3.97
134	2009-08-26 20:04:56	235	85	136	8	3.81
203	2010-01-07 19:50:44	363	105	111	17	3.57
105	2007-12-13 18:38:21	71	23	36	6	4.02
816	2009-01-26 09:19:43	3005	1828	2526	83	4.1
279	2009-11-27 02:31:50	401	110	181	21	4.04
109	2008-07-10 19:53:21	169	69	65	10	3.36
302	2008-11-07 04:32:17	411	119	158	27	3.81
739	2006-07-31 10:37:26	851	261	374	39	3.92
216	2011-09-28 23:53:48	200	57	46	10	4.08
497	2008-05-18 06:36:37	491	118	148	19	4.18
171	2010-11-02 01:45:08	291	96	111	11	3.48
409	2010-04-11 03:17:47	315	61	80	18	3.89
222	2011-10-26 20:46:11	206	110	65	4	3.37
769	2010-05-21 22:56:03	409	50	146	19	3.76
130	2007-02-16 19:28:40	178	151	85	16	3.66
990	2006-09-18 00:41:12	2655	1152	1475	116	3.61
379	2007-02-04 03:35:45	354	107	193	12	3.26
187	2006-12-04 23:48:53	527	90	265	28	4.02
499	2008-06-16 02:24:54	2514	1215	1602	85	3.72
365	2010-01-07 06:13:25	1276	498	640	50	3.51
429	2006-09-19 00:16:45	680	157	223	22	3.83
576	2008-03-28 22:09:31	3719	2296	3107	375	3.87
530	2009-05-15 16:13:08	830	329	470	37	3.83
689	2009-11-05 19:20:28	1006	342	469	44	3.73
192	2010-01-10 01:01:56	257	43	114	12	4.41
384	2008-12-31 13:16:08	486	119	110	10	3.44
524	2008-06-23 16:54:08	1505	619	991	81	3.76
686	2008-01-09 21:23:18	813	1108	638	38	3.54
220	2005-12-29 03:19:40	1985	2798	2021	77	3.4
991	2010-10-01 06:41:22	1767	862	1136	142	3.82
326	2008-07-28 17:17:06	296	40	71	18	3.87
172	2011-04-01 14:21:31	297	123	125	9	4.05
226	2009-06-17 18:42:21	368	222	142	11	4.06
241	2008-09-24 16:53:58	435	118	178	19	3.9
236	2009-08-09 13:37:21	1276	717	1040	44	3.81
208	2008-03-17 04:28:39	849	197	438	16	3.47
215	2009-08-27 19:50:03	243	69	83	5	3.84
374	2009-09-09 04:04:04	1349	651	517	37	3.63
138	2008-05-08 18:02:30	198	203	149	16	3.94
287	2007-01-06 00:59:54	323	115	204	20	3.49
242	2008-11-03 21:53:07	365	123	174	15	3.91
676	2009-04-21 23:05:22	1937	1177	905	81	3.74
215	2010-07-20 19:35:51	457	254	286	16	3.72
100	2011-09-22 14:40:39	107	24	20	5	3.44
648	2009-11-20 22:23:18	4003	2542	3212	87	3.81
552	2009-01-31 17:33:57	978	271	504	29	4.33
222	2010-07-12 18:01:52	228	53	71	3	3.91
109	2010-02-14 09:34:40	179	59	35	4	3.44
899	2008-12-28 03:16:12	6285	4905	5178	106	4.17
683	2005-05-30 18:57:53	1018	928	486	41	3.87
188	2009-12-18 22:56:21	169	42	108	6	4.36
